user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
225392937,Unturned,Warframe,Garry's Mod,Counter-Strike Nexon Zombies,DC Universe Online,Trove,Team Fortress 2,Robocraft,PAYDAY 2,Heroes & Generals,Terraria,Clicker Heroes,Tom Clancy's Ghost Recon Phantoms - NA,BLOCKADE 3D,Tom Clancy's Ghost Recon Phantoms - EU,Saints Row The Third,Warface,Alien Swarm,The Elder Scrolls V Skyrim,War Thunder
29777760,Counter-Strike Source,Day of Defeat Source,Team Fortress 2,Terraria,Half-Life 2 Deathmatch,Left 4 Dead 2,Call of Duty Modern Warfare 2,Counter-Strike,Football Manager 2015,PAYDAY 2,Call of Duty Black Ops - Multiplayer,Garry's Mod,Alien Swarm,The Elder Scrolls V Skyrim,Call of Duty Modern Warfare 2 - Multiplayer,Half-Life 2 Lost Coast,Call of Duty Black Ops,Fallout New Vegas,Mount & Blade Warband,Half-Life 2
242469861,The Escapists,Toribash,Defiance,Warface,Amnesia The Dark Descent,Super Monday Night Combat,PAYDAY The Heist,Tactical Intervention,Blacklight Retribution,Brawlhalla,Fistful of Frags,Supreme Commander 2,Mad Max,F.E.A.R. 2 Project Origin,RIFT,The Sims(TM) 3,The Ship,Hurtworld,Age of Empires III Complete Collection,7 Days to Die
163558271,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
233424343,Borderlands 2,Portal 2,Arma 3,Sid Meier's Civilization V,Torchlight II,Fallout 4,TERA,Fallout 3 - Game of the Year Edition,Garry's Mod,The Elder Scrolls V Skyrim,Starbound,Fallout New Vegas,Dishonored,Borderlands The Pre-Sequel,Terraria,BioShock Infinite,DayZ,Arma 2 Operation Arrowhead,The Witcher 2 Assassins of Kings Enhanced Edition,Tomb Raider
297340487,Unturned,Trove,Warframe,Counter-Strike Nexon Zombies,Garry's Mod,DC Universe Online,Clicker Heroes,Tom Clancy's Ghost Recon Phantoms - NA,PAYDAY 2,Terraria,Saints Row The Third,Team Fortress 2,Heroes & Generals,BLOCKADE 3D,Tom Clancy's Ghost Recon Phantoms - EU,The Elder Scrolls V Skyrim,Left 4 Dead 2,Robocraft,Dead Island,Far Cry 3
274581452,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
80309714,Medieval II Total War Kingdoms,Medieval II Total War,Napoleon Total War,Total War ROME II - Emperor Edition,Total War ATTILA,Stronghold 3,Empire Total War,Galactic Civilizations II Ultimate Edition,Wargame European Escalation,Age of Empires III Complete Collection,Rome Total War - Alexander,Rome Total War,Total War SHOGUN 2,Company of Heroes,Company of Heroes (New Steam Version),Craft The World,Hearts of Iron III,Sins of a Solar Empire Rebellion,Age of Mythology Extended Edition,Galactic Civilizations III
22088241,Counter-Strike Source,Left 4 Dead,Counter-Strike,Counter-Strike Condition Zero,Day of Defeat Source,Counter-Strike Condition Zero Deleted Scenes,Terraria,Day of Defeat,Half-Life 2,Team Fortress 2,Call of Duty Black Ops - Multiplayer,Half-Life 2 Deathmatch,The Elder Scrolls V Skyrim,Portal,PAYDAY 2,Fallout New Vegas,Killing Floor,Call of Duty Black Ops,Unturned,Garry's Mod
214662323,Dota 2,Day of Defeat,DmC Devil May Cry,Trine,Mass Effect 2,FINAL FANTASY XIII,Resident Evil 6 / Biohazard 6,METAL GEAR SOLID V GROUND ZEROES,Star Wars Knights of the Old Republic,Dragon Age Origins,Magic The Gathering - Duels of the Planeswalkers,DARK SOULS II,Plants vs. Zombies Game of the Year,Prince of Persia The Forgotten Sands,Need for Speed Undercover,Titan Quest,Worms Reloaded,Assassin's Creed II,Rome Total War,Mark of the Ninja
131948270,Dota 2,Tales from the Borderlands,South Park The Stick of Truth,Counter-Strike Global Offensive,FreeStyle2 Street Basketball,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,LEGO MARVEL Super Heroes,Free to Play,Runestone Keeper,Garry's Mod,The Walking Dead Season Two,Plague Inc Evolved,Ace of Spades,PROTOTYPE 2,Castle Crashers,Mortal Kombat Komplete Edition,Batman Arkham Asylum GOTY Edition,Sonic & All-Stars Racing Transformed,Darksiders II,The Wolf Among Us
12423315,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Half-Life,Half-Life 2 Lost Coast,Portal,Half-Life Source,Fallout New Vegas,XCOM Enemy Unknown,Left 4 Dead,Amnesia The Dark Descent,Far Cry 3,Half-Life Opposing Force,Half-Life Blue Shift,Synergy,F.E.A.R. 2 Project Origin,Age of Chivalry,Assassin's Creed II,Audiosurf,Call of Duty Modern Warfare 3
210896662,FreeStyle2 Street Basketball,Counter-Strike Global Offensive,Left 4 Dead 2,Everlasting Summer,HuniePop,Trove,Sakura Clicker,Clicker Heroes,Garry's Mod,Warframe,Dota 2,PAYDAY 2,Ace of Spades,The Elder Scrolls V Skyrim,Nosgoth,Rocket League,Duck Game,Risk of Rain,Goat Simulator,Team Fortress 2
80735594,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
78053539,Half-Life 2 Episode Two,Half-Life 2 Episode One,Left 4 Dead 2,Portal,Grand Theft Auto V,Portal 2,Source Filmmaker,Half-Life 2,Half-Life 2 Lost Coast,Half-Life,Counter-Strike Global Offensive,Arma 2,Half-Life 2 Deathmatch,Alien Swarm,The Elder Scrolls V Skyrim,Heroes & Generals,DayZ,Insurgency Modern Infantry Combat,PAYDAY 2,Synergy
63810706,Call of Duty Black Ops II - Multiplayer,Call of Duty Black Ops,Call of Duty 4 Modern Warfare,Call of Duty Black Ops II,Call of Duty Modern Warfare 2,Call of Duty Black Ops II - Zombies,Call of Duty Black Ops - Multiplayer,Age of Empires II HD Edition,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 3,R.U.S.E,Call of Duty Advanced Warfare,Call of Duty Ghosts - Multiplayer,Total War ROME II - Emperor Edition,Call of Duty Modern Warfare 3 - Multiplayer,Insurgency,Call of Duty Ghosts,Counter-Strike Condition Zero,DC Universe Online,Company of Heroes 2
59945701,Star Wars Knights of the Old Republic,DmC Devil May Cry,The Witcher 3 Wild Hunt,Mass Effect 2,Age of Empires II HD Edition,Divinity Original Sin,Unturned,Mass Effect,FINAL FANTASY VII,Kingdoms of Amalur Reckoning,The Witcher 2 Assassins of Kings Enhanced Edition,Need for Speed Hot Pursuit,Audiosurf,STAR WARS Knights of the Old Republic II The S...,Dragon Age Origins,The Darkness II,Crysis 2 Maximum Edition,Borderlands,METAL GEAR SOLID V GROUND ZEROES,METAL GEAR SOLID V THE PHANTOM PAIN
109173829,Euro Truck Simulator 2,Train Simulator,Serious Sam HD The Second Encounter,Dying Light,OMSI 2,No More Room in Hell,APB Reloaded,X-Plane 10 Global - 64 Bit,Farming Simulator 2013,Grand Theft Auto V,Construction-Simulator 2015,Cities in Motion,Saints Row 2,Football Manager 2013,Star Wars The Force Unleashed Ultimate Sith Ed...,Microsoft Flight Simulator X Steam Edition,Anno Online,GRAV,MicroVolts Surge,Farming Simulator 15
157741885,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
107950496,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,DC Universe Online,PAYDAY 2,Warframe,Counter-Strike Source,Fallout New Vegas,Borderlands 2,Dota 2,Terraria,Alien Swarm,Left 4 Dead 2,Portal 2,Call of Duty Modern Warfare 2,Rust,Mount & Blade Warband,Cities Skylines,Call of Duty Black Ops - Multiplayer
202491399,The Escapists,Age of Empires II HD Edition,Age of Empires III Complete Collection,Day of Defeat Source,Football Manager 2015,Red Crucible Firestorm,PAYDAY The Heist,Napoleon Total War,Super Monday Night Combat,Warface,RACE 07,Day of Defeat,Football Manager 2012,Half-Life 2 Lost Coast,theHunter,Hurtworld,Order of War,Tactical Intervention,RIFT,Star Trek Online
209087920,Garry's Mod,Team Fortress 2,Warframe,The Elder Scrolls V Skyrim,PAYDAY 2,Sid Meier's Civilization V,Fallout New Vegas,DC Universe Online,Unturned,Terraria,Left 4 Dead 2,Counter-Strike Source,Saints Row The Third,Borderlands 2,Far Cry 3,Counter-Strike Nexon Zombies,Trove,Portal 2,Alien Swarm,Saints Row IV
272141796,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
292731142,Dota 2,Tales from the Borderlands,LEGO MARVEL Super Heroes,South Park The Stick of Truth,Runestone Keeper,Counter-Strike Global Offensive,Plague Inc Evolved,Free to Play,Ori and the Blind Forest,Sniper Ghost Warrior,Don't Starve Together Beta,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,The Walking Dead Season Two,Castle Crashers,Lego Harry Potter,Sniper Elite 3,Wolfenstein The New Order German Edition,BattleBlock Theater,Fable - The Lost Chapters,PROTOTYPE 2
124641717,Team Fortress 2,Garry's Mod,Left 4 Dead 2,Warframe,The Elder Scrolls V Skyrim,Counter-Strike Global Offensive,Dota 2,Counter-Strike Source,PAYDAY 2,Euro Truck Simulator 2,DC Universe Online,Clicker Heroes,Sid Meier's Civilization V,Alien Swarm,AdVenture Capitalist,Far Cry 3,No More Room in Hell,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 3 - Multiplayer,Grand Theft Auto IV
293570114,Dota 2,Neverwinter,The Mighty Quest For Epic Loot,FreeStyle2 Street Basketball,Infestation Survivor Stories,Don't Starve,Realm of the Mad God,Might & Magic Heroes VI,Nosgoth,Borderlands 2 RU,Command and Conquer 3 Kane's Wrath,Ace of Spades,Magicka Wizard Wars,Darkest Dungeon,Everlasting Summer,Castle Crashers,Fallout 3 - Game of the Year Edition,TERA,Ori and the Blind Forest,Heroes of Might & Magic III - HD Edition
279223318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
262752300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
257200031,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
148413660,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
184987886,Unturned,PlanetSide 2,Robocraft,Chivalry Medieval Warfare,Starbound,The Mighty Quest For Epic Loot,Warframe,Path of Exile,Terraria,War Thunder,Marvel Heroes 2015,Defiance,Dungeon Defenders II,Borderlands 2,TERA,SMITE,RIFT,Torchlight II,Garry's Mod,Rocket League
39524248,Day of Defeat Source,Zombie Panic Source,Alien Swarm,Age of Chivalry,Half-Life 2 Deathmatch,Counter-Strike Condition Zero,Half-Life 2 Lost Coast,Insurgency Modern Infantry Combat,Battlefield Bad Company 2,Borderlands,Deus Ex Human Revolution,Synergy,Counter-Strike Source,Day of Defeat,Rising Storm/Red Orchestra 2 Multiplayer,Half-Life,Call of Duty Modern Warfare 2,Counter-Strike Condition Zero Deleted Scenes,Half-Life Opposing Force,Call of Duty Black Ops - Multiplayer
156877824,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
113312586,H1Z1,DayZ,Left 4 Dead 2,Counter-Strike Global Offensive,Rocket League,Unturned,Counter-Strike,Day of Defeat,Killing Floor,Age of Empires II HD Edition,Call of Duty Modern Warfare 2 - Multiplayer,Left 4 Dead,Counter-Strike Condition Zero Deleted Scenes,Arma 2 Operation Arrowhead,Counter-Strike Condition Zero,The Elder Scrolls V Skyrim,Grand Theft Auto IV,Terraria,Clicker Heroes,Borderlands 2
41746000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
243309251,Team Fortress 2,Garry's Mod,DC Universe Online,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Warframe,PAYDAY 2,Counter-Strike Source,Fallout New Vegas,Borderlands 2,Alien Swarm,Terraria,Dota 2,Left 4 Dead 2,Portal 2,Call of Duty Modern Warfare 2,Mount & Blade Warband,Rust,Cities Skylines,Robocraft
17284266,Team Fortress 2,Counter-Strike Source,Garry's Mod,The Elder Scrolls V Skyrim,Fallout New Vegas,Sid Meier's Civilization V,PAYDAY 2,Terraria,Half-Life 2,Left 4 Dead 2,Call of Duty Black Ops - Multiplayer,Day of Defeat Source,Half-Life 2 Deathmatch,Portal,Warframe,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops,Half-Life 2 Lost Coast,DC Universe Online
127724511,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
196237754,Rising Storm/Red Orchestra 2 Multiplayer,"Warhammer 40,000 Dawn of War II",Alien Swarm,Sniper Elite V2,Deus Ex Human Revolution,Insurgency,Battlefield Bad Company 2,Serious Sam HD The Second Encounter,Loadout,Sleeping Dogs,Rome Total War,Warface,Total War ROME II - Emperor Edition,Space Engineers,Verdun,Mafia II,Call of Juarez Gunslinger,Zombie Panic Source,Tropico 4,Day of Defeat Source
302665101,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
8311704,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Left 4 Dead,Portal,Half-Life 2 Lost Coast,Half-Life,Fallout New Vegas,Day of Defeat Source,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Portal 2,Call of Duty Modern Warfare 3,XCOM Enemy Unknown,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Black Ops - Multiplayer,Deus Ex Human Revolution,Counter-Strike,Half-Life 2 Deathmatch,Call of Duty Modern Warfare 2 - Multiplayer
175345951,Call of Duty Ghosts,Call of Duty Ghosts - Multiplayer,Call of Duty Black Ops,Sniper Ghost Warrior,Call of Duty Modern Warfare 3,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops II,Call of Duty Black Ops III,Call of Duty Advanced Warfare,Call of Duty Advanced Warfare - Multiplayer,Homefront,Call of Duty Modern Warfare 3 - Multiplayer,Sniper Ghost Warrior 2,Call of Duty Black Ops II - Zombies,Unturned,BRINK,Risen 2 - Dark Waters,Tom Clancy's Ghost Recon Phantoms - EU,Call of Duty Black Ops II - Multiplayer,South Park The Stick of Truth
71331890,Dota 2,Counter-Strike Global Offensive,Don't Starve Together Beta,Just Cause 2 Multiplayer Mod,No More Room in Hell,Call of Duty World at War,War Thunder,Outlast,FreeStyle2 Street Basketball,How to Survive,Assassin's Creed III,This War of Mine,Ace of Spades,Goat Simulator,NBA 2K16,Pro Evolution Soccer 2016,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,DiggerOnline,Infestation Survivor Stories,The Forest
137846274,PAYDAY The Heist,Dishonored,DayZ,Borderlands 2,Company of Heroes,Portal 2,Arma 2 Operation Arrowhead,Sid Meier's Civilization V,Age of Empires III Complete Collection,Fallout 4,Fallout 3 - Game of the Year Edition,Portal,Trine 2,Torchlight II,Insurgency,Empire Total War,Tomb Raider,Robocraft,Mass Effect,The Sims(TM) 3
110903956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
199236587,Dota 2,The Mighty Quest For Epic Loot,South Park The Stick of Truth,Neverwinter,TERA,Tales from the Borderlands,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,FreeStyle2 Street Basketball,Magic 2014,Rogue Legacy,Gauntlet,Borderlands The Pre-Sequel,Bastion,Darksiders II,Counter-Strike Global Offensive,Grand Theft Auto V,Trine 2,Free to Play,The Evil Within,Pillars of Eternity
158121917,No More Room in Hell,APB Reloaded,Warface,Dead Island Epidemic,BLOCKADE 3D,Gotham City Impostors Free To Play,Tom Clancy's Ghost Recon Phantoms - NA,Tom Clancy's Ghost Recon Phantoms - EU,WARMODE,Archeblade,Blacklight Retribution,Counter-Strike Nexon Zombies,Dead Island Riptide,Euro Truck Simulator 2,GunZ 2 The Second Duel,Cry of Fear,RaceRoom Racing Experience,Toribash,Happy Wars,Dead Rising 3
121891688,Batman Arkham City GOTY,Tomb Raider,Metro 2033,Mass Effect,Left 4 Dead,Dead Island,Hitman Absolution,Mass Effect 2,"Warhammer 40,000 Dawn of War II",Batman Arkham Asylum GOTY Edition,Saints Row The Third,Grand Theft Auto IV,Max Payne 3,Wolfenstein The New Order,Assassin's Creed II,XCOM Enemy Unknown,Grand Theft Auto V,Crysis 2 Maximum Edition,Grand Theft Auto Episodes from Liberty City,BioShock 2
59234901,Dota 2,Call of Duty Modern Warfare 2,Counter-Strike Global Offensive,Team Fortress 2,Call of Duty Black Ops,Don't Starve Together Beta,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops II - Multiplayer,Dying Light,Age of Empires II HD Edition,PAYDAY 2,Clicker Heroes,Call of Duty Modern Warfare 2 - Multiplayer,How to Survive,Ace of Spades,R.U.S.E,Robocraft,The Elder Scrolls V Skyrim,Insurgency,Nosgoth
45118807,Counter-Strike Source,Day of Defeat Source,Team Fortress 2,Half-Life 2 Deathmatch,Alien Swarm,Call of Duty Modern Warfare 2,Terraria,PAYDAY 2,Garry's Mod,Left 4 Dead 2,Call of Duty Black Ops - Multiplayer,Half-Life 2 Lost Coast,Call of Duty Modern Warfare 2 - Multiplayer,Counter-Strike,The Elder Scrolls V Skyrim,Mount & Blade Warband,Call of Duty Black Ops,Fallout New Vegas,Zombie Panic Source,DC Universe Online
162024985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
180836607,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
60820884,Counter-Strike Global Offensive,Left 4 Dead 2,Unturned,Rocket League,Clicker Heroes,DayZ,PAYDAY 2,Heroes & Generals,Warframe,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Trove,Borderlands 2,Tomb Raider,Garry's Mod,DARK SOULS II,Grand Theft Auto IV,Arma 2 Operation Arrowhead,Killing Floor,No More Room in Hell
145320311,Garry's Mod,The Elder Scrolls V Skyrim,Left 4 Dead 2,Far Cry 3,Team Fortress 2,Fallout New Vegas,Sid Meier's Civilization V,Terraria,Unturned,Half-Life 2,PAYDAY 2,Saints Row The Third,Warframe,Counter-Strike Source,Borderlands 2,Trove,Grand Theft Auto IV,AdVenture Capitalist,Portal,Torchlight II
110546832,Garry's Mod,Team Fortress 2,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Left 4 Dead 2,Borderlands 2,PAYDAY 2,Portal 2,Counter-Strike Global Offensive,Portal,Warframe,Torchlight II,Grand Theft Auto V,Terraria,Ace of Spades,War Thunder,BioShock Infinite,Fallout New Vegas,Cities Skylines,Counter-Strike Source
44762681,Fallout New Vegas,Cities Skylines,DC Universe Online,PAYDAY 2,XCOM Enemy Unknown,Magic Duels,Star Trek Online,Mount & Blade Warband,Dungeons & Dragons Online,Kerbal Space Program,Dying Light,Call of Duty Modern Warfare 2,Undertale,Dishonored,Prison Architect,Cities XL 2012,Sid Meier's Starships,Far Cry 3,BRINK,Company of Heroes (New Steam Version)
47773209,Day of Defeat,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Age of Empires II HD Edition,Half-Life 2,PAYDAY The Heist,Day of Defeat Source,Nobunaga's Ambition Souzou with Power Up Kit,Age of Empires III Complete Collection,The Lord of the Rings Online,FINAL FANTASY XIII,Half-Life,Star Conflict,BLOCKADE 3D,ArcheAge,Star Trek Online,Left 4 Dead,Hazard Ops,Star Wars Knights of the Old Republic,Counter-Strike
50769696,Napoleon Total War,Sniper Elite V2,Magic Duels,South Park The Stick of Truth,Left 4 Dead 2,Crusader Kings II,"Warhammer 40,000 Dawn of War II",FTL Faster Than Light,AdVenture Capitalist,Rust,Endless Legend,NBA 2K15,Tropico 4,Prison Architect,Football Manager 2012,Football Manager 2015,Football Manager 2011,Football Manager 2010,Football Manager 2014,The Sims(TM) 3
266132196,Warface,ArcheAge,APB Reloaded,Arma 2,7 Days to Die,Double Action Boogaloo,Rust,Insurgency Modern Infantry Combat,theHunter,Verdun,"Pirates, Vikings, & Knights II",Day of Defeat Source,Brawlhalla,POSTAL 2,The Ship,No More Room in Hell,Super Monday Night Combat,Mount & Blade Warband,Mafia II,Hurtworld
164543231,Garry's Mod,No More Room in Hell,Heroes & Generals,Team Fortress 2,War Thunder,Robocraft,The Elder Scrolls V Skyrim,Unturned,PAYDAY 2,Sid Meier's Civilization V,Warface,Tactical Intervention,Portal 2,Left 4 Dead 2,Counter-Strike Global Offensive,Warframe,Arma 2,Grand Theft Auto V,Borderlands 2,Dirty Bomb
29148231,Counter-Strike Condition Zero,Left 4 Dead,Counter-Strike Condition Zero Deleted Scenes,Day of Defeat,Counter-Strike,Day of Defeat Source,Half-Life 2,Counter-Strike Source,Age of Empires II HD Edition,Terraria,Call of Duty Black Ops - Multiplayer,Half-Life 2 Deathmatch,Killing Floor,Borderlands,Call of Duty 4 Modern Warfare,Call of Duty Black Ops,Call of Duty Modern Warfare 3 - Multiplayer,Half-Life 2 Lost Coast,Call of Duty Modern Warfare 2 - Multiplayer,Half-Life 2 Episode One
101719689,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,DC Universe Online,PAYDAY 2,Warframe,Counter-Strike Source,Fallout New Vegas,Borderlands 2,Dota 2,Terraria,Alien Swarm,Portal 2,Left 4 Dead 2,Call of Duty Modern Warfare 2,Rust,Mount & Blade Warband,Cities Skylines,Call of Duty Black Ops - Multiplayer
18074031,Call of Duty Modern Warfare 2,Age of Empires II HD Edition,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,H1Z1,Call of Duty Black Ops II - Zombies,Call of Duty Black Ops II,Call of Duty Black Ops II - Multiplayer,Call of Duty Black Ops III,Call of Duty Advanced Warfare - Multiplayer,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty 4 Modern Warfare,Mafia II,Football Manager 2015,Day of Defeat Source,Counter-Strike Source,Call of Duty Advanced Warfare,Call of Duty Ghosts,Call of Duty Ghosts - Multiplayer
172976494,Call of Duty Ghosts,Call of Duty Ghosts - Multiplayer,Call of Duty Black Ops,Sniper Ghost Warrior,Call of Duty Modern Warfare 3,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops II,Call of Duty Black Ops III,Call of Duty Advanced Warfare,Call of Duty Advanced Warfare - Multiplayer,Homefront,Call of Duty Modern Warfare 3 - Multiplayer,Sniper Ghost Warrior 2,Call of Duty Black Ops II - Zombies,Unturned,BRINK,Risen 2 - Dark Waters,Tom Clancy's Ghost Recon Phantoms - EU,Call of Duty Black Ops II - Multiplayer,South Park The Stick of Truth
111202525,Day of Defeat Source,Battlefield Bad Company 2,Borderlands,Counter-Strike Condition Zero,Left 4 Dead,Call of Duty 4 Modern Warfare,Alien Swarm,Hitman Absolution,Half-Life 2 Deathmatch,Day of Defeat,PAYDAY The Heist,Counter-Strike Condition Zero Deleted Scenes,Killing Floor,Zombie Panic Source,Counter-Strike,Call of Duty Black Ops - Multiplayer,Half-Life 2 Lost Coast,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Call of Duty Black Ops
58481977,Left 4 Dead 2,Call of Duty Modern Warfare 2 - Multiplayer,7 Days to Die,Counter-Strike Source,Counter-Strike Global Offensive,Call of Duty Modern Warfare 2,PAYDAY 2,Day of Defeat Source,Borderlands 2,Half-Life 2 Deathmatch,Total War SHOGUN 2,DayZ,Call of Duty Black Ops,Terraria,Counter-Strike,Call of Duty Black Ops II - Multiplayer,Age of Empires II HD Edition,Sid Meier's Civilization V,Team Fortress 2,Call of Duty Black Ops II - Zombies
110104315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
239785586,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
275518260,BLOCKADE 3D,Unturned,Heroes & Generals,WARMODE,Robocraft,Red Crucible Firestorm,Dirty Bomb,DC Universe Online,APB Reloaded,Warface,Team Fortress 2,Gear Up,theHunter,Warframe,Tactical Intervention,Garry's Mod,Tom Clancy's Ghost Recon Phantoms - NA,Mitos.is The Game,No More Room in Hell,Gotham City Impostors Free To Play
161007736,Counter-Strike Global Offensive,Left 4 Dead 2,Unturned,Rocket League,Clicker Heroes,DayZ,PAYDAY 2,Heroes & Generals,Warframe,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Trove,Borderlands 2,Tomb Raider,Garry's Mod,DARK SOULS II,Grand Theft Auto IV,Arma 2 Operation Arrowhead,No More Room in Hell,Killing Floor
15432026,H1Z1,Day of Defeat,Rust,Day of Defeat Source,APB Reloaded,"Pirates, Vikings, & Knights II",theHunter,Mount & Blade Warband,Insurgency,Arma 2 DayZ Mod,ArcheAge,Double Action Boogaloo,7 Days to Die,Echo of Soul,Call of Duty Modern Warfare 2,Dirty Bomb,The Lord of the Rings Online,Counter-Strike Condition Zero,America's Army Proving Grounds,Counter-Strike Condition Zero Deleted Scenes
15841586,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,Transformers Fall of Cybertron,Tales from the Borderlands,Dota 2,The Evil Within,BioShock Infinite,HuniePop,Assassin's Creed Brotherhood,Call of Duty Advanced Warfare - Multiplayer,Undertale,Counter-Strike Global Offensive,Alan Wake,Burnout Paradise The Ultimate Box,FINAL FANTASY XIII,Batman Arkham City GOTY,South Park The Stick of Truth,METAL GEAR SOLID V GROUND ZEROES,Worms Reloaded,Deadpool,Darksiders II
201945992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
254201131,Unturned,Trove,Robocraft,Terraria,Counter-Strike Nexon Zombies,BLOCKADE 3D,Don't Starve,Warframe,Garry's Mod,PAYDAY 2,Tom Clancy's Ghost Recon Phantoms - NA,Clicker Heroes,Brawlhalla,Don't Starve Together Beta,Castle Crashers,World of Guns Gun Disassembly,The Binding of Isaac,The Escapists,HAWKEN,Fallout New Vegas
176563564,Dota 2,South Park The Stick of Truth,Resident Evil 6 / Biohazard 6,Plague Inc Evolved,Tales from the Borderlands,Mortal Kombat Komplete Edition,Batman Arkham City GOTY,Counter-Strike Global Offensive,Serious Sam 3 BFE,Assassins Creed Unity,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,Burnout Paradise The Ultimate Box,Free to Play,BRINK,Call of Duty Advanced Warfare - Multiplayer,LEGO MARVEL Super Heroes,BattleBlock Theater,Max Payne 3,Runestone Keeper,Dead Island
104418870,Sid Meier's Civilization V,Garry's Mod,The Elder Scrolls V Skyrim,Team Fortress 2,Borderlands 2,Portal 2,Left 4 Dead 2,Fallout New Vegas,Cities Skylines,Grand Theft Auto V,Portal,Torchlight II,Fallout 3 - Game of the Year Edition,Far Cry 3,BioShock Infinite,PAYDAY 2,Dishonored,The Witcher 2 Assassins of Kings Enhanced Edition,Banished,Counter-Strike Global Offensive
115558697,Portal,Portal 2,Half-Life 2 Episode Two,Half-Life 2 Episode One,Half-Life 2,Left 4 Dead,XCOM Enemy Unknown,BioShock,The Secret of Monkey Island Special Edition,Grand Theft Auto V,Half-Life,Fallout New Vegas,Dishonored,Plants vs. Zombies Game of the Year,Half-Life 2 Lost Coast,Fallout 4,Scribblenauts Unlimited,Empire Total War,Cities Skylines,Kerbal Space Program
